Date,Open,High,Low,Close,Volume
2009-11-10,5235.2,5264.3,5221.5,5230.6,1093802700
2009-11-11,5230.6,5301.1,5230.6,5266.8,1048756700
2009-11-12,5266.8,5304.9,5254.1,5276.5,1021883100
2009-11-13,5276.5,5297.4,5251.3,5296.4,825549600
2009-11-16,5296.4,5397.0,5296.4,5382.7,786345500
2009-11-17,5382.7,5382.7,5337.0,5345.9,861148200
2009-11-18,5345.9,5372.1,5331.6,5342.1,1023292500
2009-11-19,5342.1,5343.8,5254.2,5267.7,969706000
2009-11-20,5267.7,5309.4,5224.0,5251.4,1164314900
2009-11-23,5251.4,5379.5,5251.4,5355.5,721784600
2009-11-24,5355.5,5374.9,5309.1,5324.0,1133815900
2009-11-25,5324.0,5372.2,5324.0,5364.8,1022719500
2009-11-26,5364.8,5364.8,5189.4,5194.1,1110331200
2009-11-27,5194.1,5271.0,5103.8,5245.7,1511711600
2009-11-30,5245.7,5270.4,5190.7,5190.7,1274511100
2009-12-01,5190.7,5312.2,5190.7,5312.2,1351286000
2009-12-02,5312.2,5348.5,5283.0,5327.4,1535114100
2009-12-03,5327.4,5372.4,5311.9,5313.0,1471991200
2009-12-04,5313.0,5373.9,5272.8,5322.4,1344174000
2009-12-07,5322.4,5328.8,5251.0,5310.7,1072522900
2009-12-08,5310.7,5323.4,5206.4,5223.1,1303308500
2009-12-09,5223.1,5245.9,5175.7,5203.9,1211440700
2009-12-10,5203.9,5254.5,5194.5,5244.4,1108489400
2009-12-11,5244.4,5312.0,5244.4,5261.6,972486700
2009-12-14,5261.6,5331.0,5261.6,5315.3,1090034400
2009-12-15,5315.3,5328.1,5250.8,5285.8,822309600
2009-12-16,5285.8,5335.3,5283.9,5320.3,890712700
2009-12-17,5320.3,5320.3,5217.6,5217.6,1163068400
2009-12-18,5217.6,5287.6,5196.8,5196.8,2130863400
2009-12-21,5196.8,5320.0,5196.8,5294.0,791039900
2009-12-22,5294.0,5361.9,5294.0,5328.7,555721800
2009-12-23,5328.7,5386.6,5328.7,5372.4,482896200
2009-12-24,5372.4,5402.4,5367.8,5402.4,231029600
2009-12-29,5402.4,5445.2,5402.4,5437.6,387897900
2009-12-30,5437.6,5442.8,5390.6,5397.9,345719700
2009-12-31,5397.9,5431.9,5390.4,5412.9,173847600
2010-01-04,5412.9,5500.3,5410.8,5500.3,750942000
2010-01-05,5500.3,5536.4,5480.7,5522.5,1149301200
