Date,Y,Open,High,Low,Close,Volume,RUSS_Close,NYSE_Close,NASDAQ_Close,SP_Close,FTSE_Close,GOLD_Close,N225_Close,USDCNY_Close,USDEUR_Close,USDGBP_Close,USDJPY_Close
26-11-14,0.000027485,-0.000381687,-0.001175169,0.000015176,0.000718801,67450000,0.003609672,0.001679555,0.006090802,0.002802029,-0.000282312,-0.002592911,-0.001381959,-0.000848412,-0.003861730,-0.001570845,-0.005527939
28-11-14,-0.002889481,0.001026855,0.003339757,0.000933736,0.000027485,80470000,-0.014713551,-0.008407872,0.000899890,-0.002545655,-0.000981281,-0.025783058,0.004377877,0.000424296,0.001496633,-0.000314465,0.000331012
01-12-14,0.005763365,-0.000183971,-0.003703740,-0.004571925,-0.002889481,86390000,-0.016483134,-0.006120701,-0.013505854,-0.006852732,-0.009896187,0.037592471,0.007432284,0.000668716,0.001992033,0.007207803,0.008652210
02-12-14,0.001847891,-0.002719759,0.003906587,0.002946033,0.005763365,81970000,0.012400589,0.004724069,0.006002237,0.006364115,0.012792651,-0.011467197,0.004148268,0.001433785,-0.002615357,-0.007679687,-0.004688589
03-12-14,-0.000699193,0.005723555,0.001513071,0.004307076,0.001847891,99400000,0.008997019,0.004303294,0.003915945,0.003757660,-0.003789375,0.009261979,0.003233700,-0.000407116,0.006587557,0.005491502,0.007461024
04-12-14,0.003273389,0.001627229,0.000770172,-0.002286491,-0.000699193,76270000,-0.005102008,-0.003190580,-0.001054075,-0.001162496,-0.005553911,-0.003445566,0.009367721,0.000114009,0.005805711,-0.002977359,0.005580320
05-12-14,-0.005937255,-0.000389243,0.002963056,0.004940956,0.003273389,79110000,0.007998548,0.001638495,0.002370632,0.001663737,0.009447106,-0.010777459,0.001856587,0.000716332,-0.005681833,0.000941177,-0.000408890
08-12-14,-0.002876563,0.002894197,-0.001703951,-0.005532212,-0.005937255,88680000,-0.012955357,-0.009775747,-0.008416835,-0.007282994,-0.010525628,0.009316138,0.000847276,-0.000716332,0.007527647,0.007186408,0.014492347
09-12-14,-0.015172496,-0.006009128,-0.006322084,-0.009861272,-0.002876563,100400000,0.017705439,-0.003905055,0.005423294,-0.000237857,-0.021619270,0.022633300,-0.006839934,0.003706357,-0.001722653,-0.005463215,-0.007522402
10-12-14,0.003597551,-0.002770629,-0.002770629,-0.006913975,-0.015172496,115100000,-0.022299555,-0.014798645,-0.017449273,-0.016486095,-0.004528194,-0.003865927,-0.022756927,0.002398549,-0.006424534,-0.002350546,-0.010900471
11-12-14,-0.018093131,-0.014926567,-0.002220692,0.001495332,0.003597551,90100000,0.004379908,0.002613293,0.005140458,0.004525463,-0.005909736,0.001149130,-0.008951896,-0.001814588,-0.006341333,-0.003772403,-0.013777844
12-12-14,-0.005802985,0.003174439,-0.009531436,-0.014561168,-0.018093131,121950000,-0.012520643,-0.017897994,-0.011656060,-0.016346465,-0.025247574,-0.004187231,0.006594501,0.001944076,0.006341333,0.001573564,0.010966838
15-12-14,-0.006538473,-0.017451517,-0.010659767,-0.009626163,-0.005802985,114050000,-0.010590048,-0.008543599,-0.010463700,-0.006362811,-0.018889798,-0.024307643,-0.015792162,-0.000275181,-0.005593203,-0.000314515,-0.007100362
16-12-14,0.016732057,-0.006539425,0.001372342,-0.002790288,-0.006538473,116640000,-0.000815908,-0.002034499,-0.012527218,-0.008525252,0.023829487,0.003162865,-0.020327555,0.000582647,0.001619030,0.005333346,-0.003594656
17-12-14,0.023981782,-0.006069133,-0.002190901,0.000091983,0.016732057,118220000,0.030656490,0.020339348,0.020992618,0.020148061,0.000742010,-0.006117201,0.003836782,-0.000161812,-0.005490406,-0.006434928,-0.009626537
18-12-14,0.001497909,0.017347470,0.022129163,0.017347470,0.023981782,123940000,0.014634820,0.021284556,0.022164905,0.023731392,0.020231114,0.007419600,0.022940913,0.001212955,0.013916726,0.010961588,0.018546976
19-12-14,0.008647798,0.023342067,0.005364584,0.021570335,0.001497909,343690000,0.003182422,0.005397341,0.003569563,0.004559676,0.012189556,-0.002363939,0.023620557,0.002824519,0.003940892,-0.006092341,0.001194613
22-12-14,0.003597753,0.001923560,0.004953018,0.003695292,0.008647798,98460000,0.004921147,0.002728079,0.003360291,0.003803157,0.004785865,-0.016272311,0.000779430,0.000869958,0.005271235,0.002503914,0.004688918
23-12-14,0.000335049,0.008901303,0.005908099,0.008826182,0.003597753,82890000,0.000482469,0.002905119,-0.003351898,0.001744895,0.003263785,0.000110497,0.000779430,0.000273719,0.000244499,0.003276901,0.005449696
24-12-14,0.001302519,0.003567064,0.000941490,0.003201297,0.000335049,42870000,0.003602830,0.000305840,0.001687828,-0.000139287,0.001771641,-0.002357077,0.012346953,0.000692014,0.004025623,0.003576709,0.004484312
26-12-14,-0.000857809,0.000142485,0.000951100,0.000583374,0.001302519,52570000,0.006961246,0.002761104,0.006970561,0.003304044,0.001771641,0.018736306,-0.001977396,-0.001706760,-0.002926118,-0.002486790,-0.002654942
29-12-14,-0.003062635,0.000458918,-0.001681203,-0.000927901,-0.000857809,53870000,0.003204183,0.000237560,0.000010402,0.000861380,0.003564043,-0.010683961,-0.005013963,-0.001706760,0.003291281,0.000466744,0.000448516
30-12-14,-0.008937074,-0.000640770,-0.002105902,-0.003439015,-0.003062635,47490000,-0.004983235,-0.005019855,-0.006149628,-0.004900607,-0.013125639,0.014481091,-0.015865322,0.001159626,0.001337793,0.002485631,0.001725741
31-12-14,0.000556427,-0.002629456,0.000454568,-0.007759555,-0.008937074,82840000,-0.006907276,-0.008611941,-0.008701383,-0.010364289,0.002913119,-0.013568797,-0.015865322,-0.003305255,-0.000729483,-0.003419338,-0.009779744
02-01-15,-0.018754951,-0.009192282,-0.005080717,-0.005039364,0.000556427,76270000,-0.004909517,-0.000767876,-0.001952899,-0.000340045,-0.002790934,0.003388462,-0.015865322,0.000661926,0.006062829,-0.000622956,0.003442977
05-01-15,-0.007456171,-0.000099314,-0.007294903,-0.014506934,-0.018754951,116160000,-0.014663204,-0.020826740,-0.015830801,-0.018447216,-0.020147230,0.013763928,-0.002413118,0.000661926,0.011897034,0.018980587,0.004694063
06-01-15,0.012179978,-0.017954662,-0.013572754,-0.012295518,-0.007456171,101870000,-0.017109174,-0.008787821,-0.012942959,-0.008933269,-0.007932017,0.011322869,-0.030652203,0.001983152,0.000597122,0.001832621,-0.008413326
07-01-15,0.018221311,-0.007419980,0.000911362,0.006490742,0.012179978,91030000,0.012544661,0.010619720,0.012491494,0.011562716,0.008337097,-0.005901276,0.000126745,-0.001031393,0.005358112,0.007902777,-0.006316748
08-01-15,-0.009566568,0.012422818,0.017963422,0.012422818,0.018221311,114890000,0.016998006,0.016185968,0.018264725,0.017730232,0.023126868,-0.002165111,0.016549564,0.000322425,0.003319505,0.001965974,0.005177309
09-01-15,-0.005457045,0.017973618,-0.000040188,0.005335907,-0.009566568,93390000,-0.008774896,-0.008286604,-0.006804924,-0.008439403,-0.010542439,0.011891392,0.001782637,-0.000080596,0.003308522,0.001358798,0.004207785
12-01-15,-0.001540796,-0.009478638,-0.006801635,-0.006495631,-0.005457045,92500000,-0.004725743,-0.006619498,-0.008402424,-0.008126593,0.000046145,0.008190361,0.001782637,-0.000515971,-0.006271839,-0.006812531,-0.013277283
13-01-15,-0.010649981,-0.005483938,0.007230784,-0.004183091,-0.001540796,99360000,0.000465958,-0.001672334,-0.000688383,-0.002581895,0.006255962,-0.002167253,-0.006417907,-0.001113469,0.003318325,0.001366224,0.000980807
14-01-15,-0.006122997,-0.002040048,-0.017671820,-0.013424194,-0.010649981,109180000,-0.003036860,-0.005431292,-0.004769481,-0.005830024,-0.023774001,-0.001561382,-0.017221110,-0.000936920,0.004485901,0.001366224,-0.004514604
15-01-15,0.010958910,-0.009859302,-0.005218299,0.001917662,-0.006122997,94520000,-0.019170574,-0.004821637,-0.014875184,-0.009290915,0.017118045,0.027318905,0.018448725,-0.000581978,-0.000589102,-0.004256619,-0.003444101
16-01-15,0.000208983,-0.006692337,0.000625468,-0.003155040,0.010958910,140480000,0.018822188,0.013763670,0.013809805,0.013334893,0.007893306,0.013919696,-0.014396446,-0.001051652,0.012648020,0.003497836,-0.010791472
20-01-15,0.002227007,0.011307651,0.003435939,0.005965855,0.000208983,119600000,-0.005454017,-0.000159483,0.004407262,0.001548750,0.010599625,0.011546190,0.029340887,0.004925124,0.003369158,0.006054203,0.013530710
21-01-15,0.014685747,-0.000399693,0.000618388,0.002838578,0.002227007,95530000,-0.003423928,0.005779514,0.002696770,0.004720492,0.016167447,-0.001723066,-0.004954006,-0.000499480,0.004397646,-0.003779580,0.007928592
22-01-15,-0.007968125,0.002699386,0.013617976,0.004960074,0.014685747,111980000,0.020470710,0.012877992,0.017622369,0.015154358,0.010144564,0.007058835,0.002805012,-0.000515854,-0.005906555,0.000151458,-0.006672075
23-01-15,0.000345108,0.014431210,-0.001592556,0.010525823,-0.007968125,97110000,-0.001210440,-0.006561466,0.001573366,-0.005506737,0.005312059,-0.006293520,0.010489531,-0.000435459,0.023419736,0.008745532,0.007531385
26-01-15,-0.016625647,-0.008139138,-0.006541489,-0.005672195,0.000345108,87220000,0.009884290,0.005437378,0.002913019,0.002565159,0.002864410,-0.009846788,-0.002471680,0.003044240,0.019662450,0.001050341,-0.011774209
27-01-15,-0.011327365,-0.001675606,-0.003273255,-0.016025746,-0.016625647,135940000,-0.005076407,-0.006040063,-0.019096638,-0.013478269,-0.005971915,0.008501298,0.017015567,0.004477009,-0.010850825,-0.005866002,0.009827068
28-01-15,0.013030615,-0.013448280,-0.008776087,-0.005760906,-0.011327365,115980000,-0.016491356,-0.016644224,-0.009337489,-0.013587496,0.002097159,-0.006092776,0.001542570,-0.001714620,-0.010628775,-0.006811500,-0.006305698
29-01-15,-0.014568614,-0.012001925,-0.002937208,-0.003070624,0.013030615,111690000,0.012734286,0.008243107,0.009745394,0.009489534,-0.002243979,-0.021419049,-0.010706292,0.000224510,0.007587376,0.003033063,-0.001555019
30-01-15,0.011359101,0.012802619,-0.000759188,0.001196742,-0.014568614,168560000,-0.021048761,-0.014547441,-0.010338499,-0.013077094,-0.009026610,0.020873937,0.003864450,0.000016035,-0.004749528,0.004230892,0.005563108
02-02-15,0.017435915,-0.014275036,-0.003002223,-0.006963705,0.011359101,108090000,0.008646301,0.012431401,0.008902617,0.012879177,0.004906897,-0.007333314,-0.006604734,0.000705264,0.002264494,-0.000603318,-0.009038765
03-02-15,0.000374652,0.011579761,0.017300288,0.019310796,0.017435915,112860000,0.018107976,0.016581190,0.010856692,0.014336212,0.013065571,-0.010958992,-0.012735353,0.001361035,-0.002831419,0.003915078,0.003331079
04-02-15,0.011916480,0.016841862,0.006287786,0.013338419,0.000374652,102560000,-0.004647413,-0.006693994,-0.002337885,-0.004164697,-0.001718639,0.006980624,0.019586176,-0.000608234,-0.010145428,-0.007542652,0.000603688
05-02-15,-0.003393529,0.000694353,0.006019339,0.004197796,0.011916480,79890000,0.014391016,0.011168908,0.010209121,0.010238806,0.000859689,-0.003575139,-0.009897942,-0.001281702,0.012184857,-0.002425714,-0.003047667
06-02-15,-0.005348572,0.011489828,0.003432417,0.004917387,-0.003393529,93610000,-0.002692438,-0.004465695,-0.004353548,-0.003424004,-0.001822251,-0.024636480,0.008185948,0.000705140,-0.013445964,-0.009608859,0.002103713
09-02-15,0.007840375,-0.003363863,-0.007245805,-0.004461538,-0.005348572,81590000,-0.008020732,-0.001930415,-0.003883680,-0.004256249,-0.002366588,0.004035476,0.003587630,-0.001394734,0.013785465,0.005654481,0.012135199
10-02-15,-0.000370548,-0.004800103,0.003855870,0.002480337,0.007840375,89930000,0.006127547,0.008145671,0.012956302,0.010618932,-0.001185398,-0.004432624,-0.003350811,0.000865926,-0.001132118,0.001522766,-0.003426896
11-02-15,0.006152746,0.007398639,0.000383932,0.001713776,-0.000370548,89890000,-0.001355662,-0.002393119,0.002824124,-0.000029006,-0.001597386,-0.012004809,-0.003350811,-0.001122641,0.000453001,-0.003047854,0.006682915
12-02-15,0.002610046,-0.000320179,0.004373230,0.005754359,0.006152746,117160000,0.012176408,0.009711121,0.011684826,0.009598319,0.001450943,0.002581112,0.018356843,0.000080230,0.000905387,0.001372684,0.006780027
13-02-15,0.001565423,0.005945184,0.003429870,0.005561665,0.002610046,85230000,0.005624349,0.004299852,0.007430724,0.004066455,0.006626988,0.006346534,-0.003697653,0.000352937,-0.008064102,-0.009802498,-0.010490045
17-02-15,-0.000982886,0.002842581,0.000809101,-0.000576390,0.001565423,98760000,0.001535860,0.001066200,0.001108943,0.001596253,0.003572573,-0.016289582,0.004107475,0.000657415,0.006139173,0.002306097,-0.003571914
18-02-15,-0.002447828,0.001437384,-0.000183376,0.001713716,-0.000982886,75090000,0.002397105,0.000869858,0.001446108,-0.000314284,0.003572573,0.002088916,0.011721710,0.000881220,-0.006253218,0.000153551,0.006024419
19-02-15,0.008562810,-0.000945269,-0.001110391,-0.003208309,-0.002447828,79130000,-0.000032575,-0.002337309,0.003731036,-0.001062631,-0.001334591,-0.004612989,0.003599174,0.000881220,0.000456100,-0.005542739,-0.004363240
20-02-15,-0.001301808,-0.002382379,0.006392642,-0.002582469,0.008562810,111390000,0.003154859,0.006358465,0.006329551,0.006107796,0.003810467,-0.004068455,0.003689369,0.000881220,0.002959592,0.001234378,0.002516021
23-02-15,0.005084519,0.008580450,-0.000169765,0.009822191,-0.001301808,83670000,0.000032473,-0.003073493,0.001008376,-0.000303320,-0.000433921,-0.000091523,0.007316492,0.000881220,-0.001364877,0.002002619,0.000739297
24-02-15,0.000844272,-0.001555168,0.004942233,0.002427977,0.005084519,79310000,0.001743849,0.004282627,0.001440213,0.002754940,0.005396138,-0.001082269,0.007367637,0.000160138,0.004315736,-0.004163781,-0.001453910
25-02-15,-0.000557096,0.005291682,0.000728709,0.004632122,0.000844272,80480000,0.000907221,-0.000375899,-0.000197277,-0.000766077,-0.002045373,0.003716441,-0.000983095,0.000160138,-0.000566797,-0.000309119,-0.000092517
26-02-15,-0.004496650,0.000864050,-0.000271353,-0.001413876,-0.000557096,81500000,0.003241442,-0.003227926,0.004168753,-0.001477063,0.002059763,0.003719216,0.010735168,0.000704304,-0.002156763,-0.004492997,-0.000588943
27-02-15,0.008562617,-0.000612004,-0.001435834,-0.001360726,-0.004496650,101110000,-0.004643120,-0.001743969,-0.004895793,-0.002960688,-0.000431767,0.003046228,0.000646556,0.000704304,0.013992555,0.007117468,0.004659978
02-03-15,-0.004672814,-0.004358514,0.004129655,-0.000540064,0.008562617,89790000,0.007471794,0.003611905,0.008939420,0.006106289,-0.000878501,-0.005247924,0.001538347,0.001455057,0.003914337,0.000770594,0.003754138
03-03-15,-0.005866089,0.008122848,-0.000365321,0.000788208,-0.004672814,83830000,-0.006345435,-0.004658301,-0.005646791,-0.004548937,-0.007447774,-0.002563710,-0.000622708,0.000814547,-0.001563897,0.003076452,0.003149609
04-03-15,0.002142821,-0.004307493,-0.004307493,-0.005938129,-0.005866089,80900000,-0.003269130,-0.004220192,-0.002565589,-0.004398161,0.004359704,-0.002828527,-0.005946909,0.000814547,-0.000223614,-0.000460865,-0.004728141
05-03-15,-0.015500206,-0.005866089,-0.002366096,0.003220080,0.002142821,75840000,0.002904620,0.000870160,0.003149767,0.001195361,0.006037352,-0.001617516,0.002575862,-0.000495038,0.009016591,0.006585520,0.000117014
06-03-15,0.007750684,0.002142821,-0.001357172,-0.014619004,-0.015500206,113350000,-0.013696107,-0.015747636,-0.011188612,-0.014275342,-0.007107412,-0.026302511,0.011619616,-0.000511264,0.004422829,0.001067969,0.003287500
09-03-15,-0.018665293,-0.015512526,-0.005788757,0.001760566,0.007750684,85820000,0.004973158,0.002252545,0.003053759,0.003936700,-0.005120294,-0.000068537,-0.009557413,-0.000575484,0.017064514,0.012576876,0.005764519
10-03-15,-0.001560981,0.007420642,-0.002303128,-0.010902288,-0.018665293,120450000,-0.012434064,-0.017471759,-0.016863909,-0.017106871,-0.025584452,-0.004611330,-0.006698078,0.000191865,0.001192347,-0.003167185,0.005525583
11-03-15,0.014625960,-0.018322930,-0.014433080,-0.002036842,-0.001560981,102120000,0.006030749,0.000032776,-0.002028893,-0.001919499,0.002785994,-0.005636249,0.003124482,-0.000479731,0.011524712,0.001509434,-0.003052228
12-03-15,-0.008186996,-0.002045919,0.009447790,-0.000369388,0.014625960,111550000,0.017012178,0.013219955,0.008898545,0.012522721,0.005874255,-0.001368534,0.014190487,-0.000479731,0.015092220,0.010054861,0.003076938
13-03-15,0.012769884,0.014766053,-0.000617506,0.000533328,-0.008186996,113620000,-0.003645529,-0.006476043,-0.004409611,-0.006093213,-0.003036657,0.004108629,0.013760841,-0.000479731,-0.007305098,0.002535234,-0.000766287
16-03-15,-0.007164560,-0.007733421,0.005543871,0.006859616,0.012769884,101760000,0.006181450,0.012034058,0.011784324,0.013442890,0.009376430,-0.003172973,-0.000425451,-0.000527970,0.013719084,0.009339628,0.000206049
17-03-15,0.012643636,0.012371860,-0.000905432,0.001944451,-0.007164560,82560000,0.001974207,-0.001724645,0.001605361,-0.003325740,0.004911421,-0.004547869,0.009872102,0.000495980,-0.008737358,-0.004733036,0.000197767
18-03-15,-0.006502550,-0.007003012,0.006925577,-0.004975307,0.012643636,130950000,0.007945936,0.014376349,0.009153050,0.012085116,0.015613981,0.015570965,0.005514427,-0.001969371,-0.002328783,0.005028109,-0.000717091
19-03-15,0.009345344,0.012571652,-0.001334251,0.013287218,-0.006502550,107820000,0.002169925,-0.008050672,0.001914747,-0.004884498,0.002459106,0.003052863,-0.003481202,-0.003339169,-0.023482557,-0.014112988,-0.010076988
20-03-15,-0.000640663,-0.006185894,0.006854123,0.001498244,0.009345344,333870000,0.009130528,0.012650900,0.006795251,0.008972345,0.008609400,0.009652880,0.004286221,-0.005272207,0.016783611,0.013375144,0.005796733
23-03-15,-0.005807278,0.009729185,0.000474683,0.008587755,-0.000640663,98030000,-0.001311693,0.000032518,-0.003078492,-0.001747173,0.002162132,0.005902010,0.009876314,0.001615248,-0.014616058,-0.012178971,-0.006104949
24-03-15,-0.016378906,-0.001426853,-0.003118679,-0.005846144,-0.005807278,87190000,-0.000988858,-0.004630024,-0.003246153,-0.006158383,-0.002560930,0.003139140,-0.002073083,0.001451496,-0.010885054,-0.000597907,-0.002310481
25-03-15,-0.002277610,-0.005440242,-0.005927976,-0.016340041,-0.016378906,106560000,-0.023714627,-0.011154795,-0.023951506,-0.014665950,-0.004096875,0.001833595,0.001659924,-0.001564479,0.003932283,0.007893406,0.000342321
26-03-15,0.001945699,-0.016588642,-0.015779563,-0.007891182,-0.002277610,117740000,-0.001508614,-0.002973903,-0.002702294,-0.002380260,-0.013783587,0.007782465,-0.014028726,0.000919629,-0.005356082,-0.002822553,-0.002281570
27-03-15,0.014775142,-0.002409728,-0.001711534,0.002909423,0.001945699,103220000,0.006811222,0.000919031,0.005712204,0.002365704,-0.005861707,-0.005209385,-0.009572083,0.000064504,0.006772281,0.001189414,-0.002806861
30-03-15,-0.011198796,0.003042280,0.015642029,0.005486188,0.014775142,104040000,0.013922193,0.010429882,0.011428510,0.012162397,0.005295944,-0.010467172,0.006500263,0.000612577,0.000108855,-0.001784652,0.000562003
31-03-15,-0.004394174,0.013330038,-0.002405627,0.002565599,-0.011198796,119470000,-0.004007064,-0.008220858,-0.009455490,-0.008834639,-0.017330137,-0.002110026,-0.010586247,-0.001403034,0.004994582,0.005196359,0.006377940
01-04-15,0.003669344,-0.010455029,-0.010455029,-0.010634742,-0.004394174,103360000,-0.000846483,-0.000695706,-0.004222431,-0.003973278,0.005374576,0.017097441,-0.009003291,-0.001453489,0.008627251,-0.001481921,0.000074989
02-04-15,0.006599154,-0.004453466,0.002051496,0.005018942,0.003669344,87370000,0.003150714,0.005635231,0.001373991,0.003523443,0.003518291,-0.001138541,0.014496586,-0.000064649,-0.003011079,-0.000445005,-0.003739633
06-04-15,-0.000303723,0.003157807,0.007090146,-0.001511313,0.006599154,100850000,0.003878870,0.007273659,0.006197326,0.006586997,0.003518291,0.010118186,0.004401366,-0.000016163,-0.021225287,-0.006250951,-0.006300436
07-04-15,0.001514342,0.007229024,0.002300911,0.012636574,-0.000303723,72150000,-0.005712255,-0.001803473,-0.001442883,-0.002064014,0.018601074,-0.004636857,0.012426861,-0.000016163,0.006032374,0.002683765,0.005488893
08-04-15,0.003135421,-0.000374700,-0.000384879,-0.002744484,0.001514342,76820000,0.007432260,0.001791690,0.008232436,0.002679026,-0.003510997,-0.005514590,0.007571361,0.000193936,0.010226373,0.004456997,0.006781610
09-04-15,0.005493070,0.001391275,0.000446046,0.000048814,0.003135421,86740000,-0.002855083,0.002932344,0.004783705,0.004447562,0.011180668,-0.006473756,0.007446256,0.000516980,0.003565451,-0.003712784,-0.001630725
10-04-15,-0.004474030,0.003024049,0.004579079,0.006846805,0.005493070,116410000,0.004485165,0.004264580,0.004296665,0.005189316,0.010549399,0.010639461,-0.001510340,0.000532855,0.010834110,0.011097251,0.003789835
13-04-15,0.003313183,0.005309233,0.002256297,0.001629160,-0.004474030,120090000,0.000648129,-0.005044793,-0.001548442,-0.004591746,-0.003603200,-0.007238850,-0.000109009,0.000710032,0.005532518,0.004990470,-0.002832710
14-04-15,0.004199810,-0.004063680,-0.001767120,-0.003864522,0.003313183,82830000,-0.000189653,0.004629866,-0.002199581,0.001628358,0.001555914,-0.005101071,0.000161752,0.000902949,0.003495211,-0.001758500,-0.001248606
15-04-15,-0.000377709,0.003697455,0.004687045,0.007801172,0.004199810,113610000,0.007871887,0.005654634,0.006753921,0.005135087,0.003034133,0.008182532,-0.001956840,-0.000419125,-0.007002681,-0.007065087,-0.005026815
16-04-15,-0.015555777,0.003350304,0.000481148,0.001005274,-0.000377709,89520000,-0.001922889,-0.000117274,-0.000644787,-0.000778798,-0.005128108,-0.003356756,0.000805423,-0.001355298,-0.002772152,-0.003847866,-0.002632022
17-04-15,0.011635538,-0.000204922,-0.003677790,-0.017610562,-0.015555777,138860000,-0.016667317,-0.010014390,-0.015288639,-0.011375676,-0.009377448,0.004719562,-0.011780508,-0.001098493,-0.007286787,-0.006247231,-0.000831280
20-04-15,-0.004743160,-0.014544096,-0.000571353,0.005206573,0.011635538,103160000,0.010378434,0.005241946,0.012651268,0.009192762,0.008187022,-0.006941376,-0.000936179,-0.000048491,-0.005067669,-0.003138312,-0.001900262
21-04-15,0.004928339,0.010762350,0.000965695,0.004945383,-0.004743160,95180000,-0.000608920,-0.001457446,0.003896615,-0.001481768,0.001530287,0.005437198,0.013888698,0.000856324,0.005820236,0.003884080,0.003167897
22-04-15,0.001131397,-0.004635822,-0.002968559,-0.002337972,0.004928339,91260000,0.001051537,0.003962274,0.004193346,0.005074620,-0.004925105,-0.012789247,0.011228550,0.000856324,0.000429784,-0.001790778,0.003667916
23-04-15,0.001187089,0.004506615,0.004255990,0.004407261,0.001131397,100240000,0.004777267,0.004211158,0.004140235,0.002354955,0.003621674,0.005745260,0.002666070,-0.001001810,0.001502791,-0.006744124,0.002646266
24-04-15,-0.002335118,0.001358889,-0.001333264,0.002352135,0.001187089,119130000,-0.003150750,0.000129554,0.007098868,0.002250262,0.002407183,-0.012617267,-0.008337259,0.000484872,-0.008293440,-0.000902663,-0.003164652
27-04-15,0.003993022,0.002294057,0.003675961,0.000864745,-0.002335118,121110000,-0.011776792,-0.002291569,-0.006270502,-0.004149904,0.004698521,0.019444999,-0.001835846,-0.000630379,-0.004878852,-0.008312600,-0.005400478
