Date,Open,High,Low,Close,Volume
2009-11-11,2188.7796417287914,2201.706761839759,2190.523208178354,2192.8023151219822,1659704944.937382
2009-11-12,2207.302775858937,2213.7717596263906,2189.2579536409476,2186.7509959542085,1966387052.0644293
2009-11-13,2187.717747085143,2213.7561465232475,2181.0364795373616,2202.856250491615,1924231120.2361867
2009-11-16,2218.277096354732,2242.5051416538363,2202.767626062373,2226.232270854607,2168817937.411928
2009-11-17,2222.033240666374,2215.0660048676477,2208.958449435547,2210.745019858591,1752783532.8081212
2009-11-18,2217.075551423346,2220.179714473668,2206.532721237229,2218.704497503567,1829651173.3570366
2009-11-19,2215.2580348230804,2220.7557835307734,2183.8794321712708,2200.6393934752364,2087250230.4619503
2009-11-20,2195.657118488419,2206.061011507754,2202.849688922045,2214.646617910827,1921430053.3924506
2009-11-23,2235.7149051196716,2252.1427644958017,2227.424571613502,2241.375258902416,1891398880.3070145
2009-11-24,2245.5706687318893,2248.7011310296666,2236.1279138003097,2248.3188179993613,1874555803.7244558
2009-11-25,2249.0228688204243,2230.9709583869035,2227.35211920093,2212.2335236213185,1558819283.1401265
2009-11-27,2155.7422048098,2202.584433375837,2146.290760192519,2180.30203623752,1170886308.3725302
2009-11-30,2179.595794893908,2199.1630965011136,2171.3098615648073,2206.533806932518,2244703045.866997
2009-12-01,2238.0911335393266,2245.436487382034,2224.76780755861,2231.299765321185,2119042187.079923
2009-12-02,2220.7492831630543,2245.81658477026,2204.338931949934,2221.5854226917036,2342518242.8568153
2009-12-03,2220.5702172046654,2237.1959561735353,2181.6967008742363,2193.1295174238858,2614314975.9245443
2009-12-04,2215.6391946283043,2236.5734727738004,2179.2146778552014,2215.1304071981217,2401879212.3123264
2009-12-07,2211.3082694401674,2223.450688355917,2192.3787814408593,2200.277361602726,1959598636.8364522
2009-12-08,2174.0249848009466,2184.410511286417,2175.390764619256,2179.283231456643,1916234072.8700955
2009-12-09,2175.229017558804,2198.0981297016447,2172.4922741367423,2205.2883133512873,1909144086.150308
2009-12-10,2212.817357532244,2218.4125033182895,2206.321136465206,2195.0949667377413,1960031894.9152482
2009-12-11,2182.5221649691625,2194.666660024797,2178.2779049468354,2197.4995351308357,1732661009.5677495
2009-12-14,2224.4408502281267,2221.241069055341,2224.3228850265164,2242.1955422136157,1796734453.56952
2009-12-15,2258.932209236538,2259.3644289490994,2262.9767982624617,2250.219769747923,1901257388.4964788
2009-12-16,2258.756848457432,2262.8532957043008,2263.8657889663123,2278.8615625766083,1999582625.3269348
2009-12-17,2273.53010210949,2280.636956616209,2260.2881218569723,2265.4119211423454,1935993577.0754962
2009-12-18,2265.1413283157767,2289.1819455493646,2271.251163025631,2292.8393447811236,2739576653.658055
2009-12-21,2289.6540905999727,2296.6819853900024,2276.4208885679063,2304.63184146107,1641719925.0170631
2009-12-22,2296.8010671382644,2304.52214917929,2302.2482458056224,2305.133107507994,1693570097.6598256
2009-12-23,2304.5081897588925,2322.8148937565365,2302.7279359339973,2329.558742744824,1593094072.8700955
2009-12-24,2343.8831034375116,2353.2843891084617,2354.975943902125,2367.420995954209,-319834935.5407058
2009-12-28,2356.0975257482687,2366.1550619725613,2335.414483078752,2349.872638273819,1517336972.3831544
2009-12-29,2347.868641286117,2356.3084218663193,2352.058170551085,2364.9693447811237,1582155648.7886434
2009-12-30,2358.8813858633634,2377.2655666206356,2359.497019599336,2376.3410667820085,1740764581.9449072
2009-12-31,2373.0996992763785,2386.8760092943853,2365.618046602435,2385.0958742189277,1601929415.9422514
2010-01-04,2422.2258170275954,2439.8585236812823,2413.449525132758,2434.3958078178653,2551068605.84929
2010-01-05,2417.699588607941,2395.0117330659655,2389.3104547476314,2376.687104851951,2719980602.3079
2010-01-06,2381.1502260581406,2392.4400066383423,2384.286723007924,2384.5327268085694,2510994745.7341948
2010-01-07,2378.0316204804512,2387.86584107836,2368.7692196878706,2391.382775502682,2559696662.51153
2010-01-08,2393.1328909541116,2434.659077023469,2404.6314728972557,2435.048875546949,2171991700.138798
2010-01-11,2444.683581525161,2433.042405930065,2423.5919908255423,2417.485400558016,2029208428.7797902
2010-01-12,2414.6979285813804,2414.6072841947835,2384.2912471336435,2396.72410352393,2246077370.789529
2010-01-13,2390.15254124185,2400.2753231500737,2367.1891001659583,2393.867835263638,2161636091.462393
2010-01-14,2377.5488891834166,2396.9063988472844,2376.676267053962,2388.6782779373866,2215267437.1905913
2010-01-15,2379.3939887850106,2398.022742362114,2357.6008752876937,2362.2877998497374,2528839849.7625256
2010-01-19,2354.1055381431333,2378.721985390003,2353.003318846791,2375.1368569546516,1954589460.2096264
2010-01-20,2370.1032318128987,2368.7529415653016,2340.5956428839754,2358.036746286214,2245322156.0927606
2010-01-21,2366.5273531055063,2373.854207612225,2332.7120085324927,2327.244603745267,2776629677.1197634
2010-01-22,2344.8720410205133,2346.313942007975,2276.6792285413458,2278.1094244623982,2681340774.950662
2010-01-25,2276.8646395154224,2286.6856817158105,2272.391636686543,2277.985918486303,2054868667.8236148
