Date,Signal,Open,High,Low,Close,Volume,RUSS_Close,NYSE_Close,NASDAQ_Close,SP_Close,FTSE_Close,GOLD_Close,N225_Close,USDCNY_Close,USDEUR_Close,USDGBP_Close,USDJPY_Close
02-12-14,1,17778.85,17897.05,17778.85,17879.55,81970000,1168.45,10940.12,4755.81,2066.55,6742.1,1198.28,17663.22,6.142,0.8019,0.6356,118.308
03-12-14,2,17880.9,17924.15,17855.59,17912.62,99400000,1179.01,10987.3,4774.47,2074.33,6716.6,1209.43,17720.43,6.1395,0.8072,0.6391,119.194
04-12-14,1,17910.02,17937.96,17814.81,17900.1,76270000,1173.01,10952.3,4769.44,2071.92,6679.4,1205.27,17887.21,6.1402,0.8119,0.6372,119.861
05-12-14,2,17903.05,17991.19,17903.05,17958.79,79110000,1182.43,10970.26,4780.76,2075.37,6742.8,1192.35,17920.45,6.1446,0.8073,0.6378,119.812
08-12-14,2,17954.94,17960.56,17804.28,17852.48,88680000,1167.21,10863.54,4740.69,2060.31,6672.2,1203.51,17935.64,6.1402,0.8134,0.6424,121.561
09-12-14,2,17847.37,17847.37,17629.57,17801.2,100400000,1188.06,10821.2,4766.47,2059.82,6529.5,1231.06,17813.38,6.163,0.812,0.6389,120.65
10-12-14,1,17797.99,17797.99,17508.1,17533.15,115100000,1161.86,10662.24,4684.02,2026.14,6500,1226.31,17412.58,6.1778,0.8068,0.6374,119.342
11-12-14,2,17534.3,17758.51,17534.3,17596.34,90100000,1166.96,10690.14,4708.16,2035.33,6461.7,1227.72,17257.4,6.1666,0.8017,0.635,117.709
12-12-14,2,17590.05,17590.05,17280.83,17280.83,121950000,1152.44,10500.51,4653.6,2002.33,6300.6,1222.59,17371.58,6.1786,0.8068,0.636,119.007
15-12-14,2,17285.74,17403.54,17115.28,17180.84,114050000,1140.3,10411.18,4605.16,1989.63,6182.7,1193.23,17099.4,6.1769,0.8023,0.6358,118.165
16-12-14,1,17173.07,17427.44,17067.59,17068.87,116640000,1139.37,10390.02,4547.83,1972.74,6331.8,1197.01,16755.32,6.1805,0.8036,0.6392,117.741
17-12-14,1,17069.16,17389.3,17069.16,17356.87,118220000,1174.84,10603.51,4644.31,2012.89,6336.5,1189.71,16819.73,6.1795,0.7992,0.6351,116.613
18-12-14,1,17367.85,17778.4,17367.85,17778.15,123940000,1192.16,10831.62,4748.4,2061.23,6466,1198.57,17210.05,6.187,0.8104,0.6421,118.796
19-12-14,1,17778.02,17874.03,17746.55,17804.8,343690000,1195.96,10890.24,4765.38,2070.65,6545.3,1195.74,17621.4,6.2045,0.8136,0.6382,118.938
22-12-14,1,17812.25,17962.78,17812.25,17959.44,98460000,1201.86,10919.99,4781.42,2078.54,6576.7,1176.44,17635.14,6.2099,0.8179,0.6398,119.497
23-12-14,1,17971.51,18069.22,17970.16,18024.17,82890000,1202.44,10951.76,4765.42,2082.17,6598.2,1176.57,,6.2116,0.8181,0.6419,120.15
24-12-14,1,18035.73,18086.24,18027.78,18030.21,42870000,1206.78,10955.11,4773.47,2081.88,6609.9,1173.8,17854.23,6.2159,0.8214,0.6442,120.69
26-12-14,2,18038.3,18103.45,18038.3,18053.71,52570000,1215.21,10985.4,4806.86,2088.77,,1196,17818.96,6.2053,0.819,0.6426,120.37
29-12-14,2,18046.58,18073.04,18021.57,18038.23,53870000,1219.11,10988.01,4806.91,2090.57,6633.5,1183.29,17729.84,6.2053,0.8217,0.6429,120.424
30-12-14,2,18035.02,18035.02,17959.7,17983.07,47490000,1213.05,10932.99,4777.44,2080.35,6547,1200.55,17450.77,6.2125,0.8228,0.6445,120.632
31-12-14,1,17987.66,18043.22,17820.88,17823.07,82840000,1204.7,10839.24,4736.05,2058.9,6566.1,1184.37,,6.192,0.8222,0.6423,119.458
02-01-15,2,17823.07,17951.78,17731.3,17832.99,76270000,1198.8,10830.92,4726.81,2058.2,6547.8,1188.39,,6.1961,0.8272,0.6419,119.87
05-01-15,2,17821.3,17821.3,17475.93,17501.65,116160000,1181.35,10607.68,4652.57,2020.58,6417.2,1204.86,17408.71,6.1961,0.8371,0.6542,120.434
06-01-15,1,17504.18,17581.05,17262.37,17371.64,101870000,1161.31,10514.87,4592.74,2002.61,6366.5,1218.58,16883.19,6.2084,0.8376,0.6554,119.425
07-01-15,1,17374.78,17597.08,17374.78,17584.52,91030000,1175.97,10627.13,4650.47,2025.9,6419.8,1211.41,16885.33,6.202,0.8421,0.6606,118.673
08-01-15,2,17591.97,17916.04,17591.97,17907.87,114890000,1196.13,10800.54,4736.19,2062.14,6570,1208.79,17167.1,6.204,0.8449,0.6619,119.289
09-01-15,2,17911.02,17915.32,17686.09,17737.37,93390000,1185.68,10711.41,4704.07,2044.81,6501.1,1223.25,17197.73,6.2035,0.8477,0.6628,119.792
12-01-15,2,17742.05,17793.88,17571.58,17640.84,92500000,1180.09,10640.74,4664.71,2028.26,6501.4,1233.31,,6.2003,0.8424,0.6583,118.212
13-01-15,2,17645.02,17923.01,17498.23,17613.68,99360000,1180.64,10622.96,4661.5,2023.03,6542.2,1230.64,17087.71,6.1934,0.8452,0.6592,118.328
14-01-15,2,17609.06,17609.06,17264.9,17427.09,109180000,1177.06,10565.42,4639.32,2011.27,6388.5,1228.72,16795.96,6.1876,0.849,0.6592,117.795
15-01-15,1,17436.3,17517.41,17298.04,17320.71,94520000,1154.71,10514.6,4570.82,1992.67,6498.8,1262.75,17108.7,6.184,0.8485,0.6564,117.39
16-01-15,1,17320,17528.37,17243.55,17511.57,140480000,1176.65,10660.32,4634.38,2019.42,6550.3,1280.45,16864.16,6.1775,0.8593,0.6587,116.13
20-01-15,1,17516.96,17588.7,17346.73,17515.23,119600000,1170.25,10658.62,4654.85,2022.55,6620.1,1295.32,17366.3,6.208,0.8622,0.6627,117.712
21-01-15,1,17509.96,17599.58,17396.04,17554.28,95530000,1166.25,10720.4,4667.42,2032.12,6728,1293.09,17280.48,6.2049,0.866,0.6602,118.649
22-01-15,2,17557.29,17840.89,17482.54,17813.98,111980000,1190.37,10859.35,4750.4,2063.15,6796.6,1302.25,17329.02,6.2017,0.8609,0.6603,117.86
23-01-15,1,17812.5,17812.5,17667.53,17672.6,97110000,1188.93,10788.33,4757.88,2051.82,6832.8,1294.08,17511.75,6.199,0.8813,0.6661,118.751
26-01-15,2,17668.11,17696.36,17567.6,17678.7,87220000,1200.74,10847.15,4771.76,2057.09,6852.4,1281.4,17468.52,6.2179,0.8988,0.6668,117.361
27-01-15,2,17638.53,17638.53,17288.31,17387.21,135940000,1194.66,10781.83,4681.5,2029.55,6811.6,1292.34,17768.3,6.2458,0.8891,0.6629,118.52
28-01-15,1,17402.91,17484.41,17189,17191.37,115980000,1175.12,10603.86,4637.99,2002.16,6825.9,1284.49,17795.73,6.2351,0.8797,0.6584,117.775
29-01-15,2,17195.29,17433.13,17136.3,17416.85,111690000,1190.18,10691.63,4683.41,2021.25,6810.6,1257.27,17606.22,6.2365,0.8864,0.6604,117.592
30-01-15,1,17416.85,17419.9,17156.82,17164.95,168560000,1165.39,10537.22,4635.24,1994.99,6749.4,1283.79,17674.39,6.2366,0.8822,0.6632,118.248
02-02-15,1,17169.99,17367.68,17037.76,17361.04,108090000,1175.51,10669.03,4676.69,2020.85,6782.6,1274.41,17558.04,6.241,0.8842,0.6628,117.184
03-02-15,1,17369.97,17670.76,17369.97,17666.4,112860000,1196.99,10847.41,4727.74,2050.03,6871.8,1260.52,17335.85,6.2495,0.8817,0.6654,117.575
04-02-15,1,17664.99,17782.22,17603.21,17673.02,102560000,1191.44,10775.04,4716.7,2041.51,6860,1269.35,17678.74,6.2457,0.8728,0.6604,117.646
05-02-15,2,17677.26,17889.58,17677.26,17884.88,79890000,1208.71,10896.06,4765.1,2062.52,6865.9,1264.82,17504.62,6.2377,0.8835,0.6588,117.288
06-02-15,2,17881.54,17951.09,17764.4,17824.29,93610000,1205.46,10847.51,4744.4,2055.47,6853.4,1234.04,17648.5,6.2421,0.8717,0.6525,117.535
09-02-15,1,17821.49,17821.49,17685.32,17729.21,81590000,1195.83,10826.59,4726.01,2046.74,6837.2,1239.03,17711.93,6.2334,0.8838,0.6562,118.97
10-02-15,2,17736.15,17890.34,17729.24,17868.76,89930000,1203.18,10915.14,4787.64,2068.59,6829.1,1233.55,17652.68,6.2388,0.8828,0.6572,118.563
11-02-15,1,17867.86,17897.21,17759.65,17862.14,89890000,1201.55,10889.05,4801.18,2068.53,6818.2,1218.83,,6.2318,0.8832,0.6552,119.358
12-02-15,1,17862.14,17975.65,17862.14,17972.38,117160000,1216.27,10995.31,4857.61,2088.48,6828.1,1221.98,17979.72,6.2323,0.884,0.6561,120.17
13-02-15,1,17968.65,18037.41,17961.76,18019.35,85230000,1223.13,11042.69,4893.84,2096.99,6873.5,1229.76,17913.36,6.2345,0.8769,0.6497,118.916
17-02-15,2,18019.8,18052.01,17951.41,18047.58,98760000,1225.01,11054.47,4899.27,2100.34,6898.1,1209.89,17987.09,6.2386,0.8823,0.6512,118.492
18-02-15,2,18045.72,18048.7,17982.2,18029.85,75090000,1227.95,11064.09,4906.36,2099.68,6898.1,1212.42,18199.17,6.2441,0.8768,0.6513,119.208
19-02-15,1,18028.67,18028.67,17924.6,17985.77,79130000,1227.91,11038.26,4924.7,2097.45,6888.9,1206.84,18264.79,6.2441,0.8772,0.6477,118.689
20-02-15,2,17985.77,18144.29,17878.37,18140.44,111390000,1231.79,11108.67,4955.97,2110.3,6915.2,1201.94,18332.3,6.2441,0.8798,0.6485,118.988
23-02-15,1,18140.76,18141.21,18054.84,18116.84,83670000,1231.83,11074.58,4960.97,2109.66,6912.2,1201.83,18466.92,6.2441,0.8786,0.6498,119.076
24-02-15,1,18112.57,18231.09,18098.73,18209.19,79310000,1233.98,11122.11,4968.12,2115.48,6949.6,1200.53,18603.48,6.2451,0.8824,0.6471,118.903
25-02-15,2,18208.67,18244.38,18182.76,18224.57,80480000,1235.1,11117.93,4967.14,2113.86,6935.4,1205,18585.2,6.2451,0.8819,0.6469,118.892
26-02-15,2,18224.41,18239.43,18157.07,18214.42,81500000,1239.11,11082.1,4987.89,2110.74,6949.7,1209.49,18785.79,6.2495,0.88,0.644,118.822
27-02-15,1,18213.26,18213.26,18132.38,18132.7,101110000,1233.37,11062.79,4963.53,2104.5,6946.7,1213.18,18797.94,6.2495,0.8924,0.6486,119.377
02-03-15,2,18134.05,18288.63,18122.59,18288.63,89790000,1242.62,11102.82,5008.1,2117.39,6940.6,1206.83,18826.88,6.2586,0.8959,0.6491,119.826
03-03-15,2,18281.95,18281.95,18136.88,18203.37,83830000,1234.76,11051.22,4979.9,2107.78,6889.1,1203.74,18815.16,6.2637,0.8945,0.6511,120.204
04-03-15,1,18203.37,18203.37,18029.5,18096.9,80900000,1230.73,11004.68,4967.14,2098.53,6919.2,1200.34,18703.6,6.2637,0.8943,0.6508,119.637
05-03-15,2,18096.9,18160.35,18087.65,18135.72,75840000,1234.31,11014.26,4982.81,2101.04,6961.1,1198.4,18751.84,6.2606,0.9024,0.6551,119.651
06-03-15,1,18135.72,18135.72,17825.15,17856.78,113350000,1217.52,10842.17,4927.37,2071.26,6911.8,1167.29,18971,6.2574,0.9064,0.6558,120.045
09-03-15,2,17856.56,18031.04,17856.56,17995.72,85820000,1223.59,10866.62,4942.44,2079.43,6876.5,1167.21,18790.55,6.2538,0.922,0.6641,120.739
10-03-15,2,17989.56,17989.56,17662.94,17662.94,120450000,1208.47,10678.41,4859.79,2044.16,6702.8,1161.84,18665.11,6.255,0.9231,0.662,121.408
11-03-15,1,17662.94,17731.78,17627,17635.39,102120000,1215.78,10678.76,4849.94,2040.24,6721.5,1155.31,18723.52,6.252,0.9338,0.663,121.038
12-03-15,2,17626.84,17900.1,17620.49,17895.22,111550000,1236.64,10820.87,4893.29,2065.95,6761.1,1153.73,18991.11,6.252,0.948,0.6697,121.411
13-03-15,1,17889.05,17889.05,17629.89,17749.31,113620000,1232.14,10751.02,4871.76,2053.4,6740.6,1158.48,19254.25,6.252,0.9411,0.6714,121.318
16-03-15,2,17751.24,17988.5,17751.24,17977.42,101760000,1239.78,10881.18,4929.51,2081.19,6804.1,1154.81,19246.06,6.2487,0.9541,0.6777,121.343
17-03-15,1,17972.22,17972.22,17785.79,17849.08,82560000,1242.23,10862.43,4937.43,2074.28,6837.6,1149.57,19437,6.2518,0.9458,0.6745,121.367
18-03-15,2,17846.8,18097.12,17697.52,18076.19,130950000,1252.14,11019.72,4982.83,2099.5,6945.2,1167.61,19544.48,6.2395,0.9436,0.6779,121.28
19-03-15,1,18072.58,18072.99,17934.24,17959.03,107820000,1254.86,10931.36,4992.38,2089.27,6962.3,1171.18,19476.56,6.2187,0.9217,0.6684,120.064
20-03-15,2,17961.13,18197.29,17961.13,18127.65,333870000,1266.37,11070.53,5026.42,2108.1,7022.5,1182.54,19560.22,6.186,0.9373,0.6774,120.762
23-03-15,2,18136.73,18205.93,18116.04,18116.04,98030000,1264.71,11070.89,5010.97,2104.42,7037.7,1189.54,19754.36,6.196,0.9237,0.6692,120.027
24-03-15,2,18110.87,18149.24,18010.44,18011.14,87190000,1263.46,11019.75,4994.73,2091.5,7019.7,1193.28,19713.45,6.205,0.9137,0.6688,119.75
25-03-15,2,18012.61,18041.97,17718.54,17718.54,106560000,1233.85,10897.51,4876.52,2061.05,6991,1195.47,19746.2,6.1953,0.9173,0.6741,119.791
26-03-15,1,17716.27,17759.51,17579.27,17678.23,117740000,1231.99,10865.15,4863.36,2056.15,6895.3,1204.81,19471.12,6.201,0.9124,0.6722,119.518
27-03-15,1,17673.63,17729.14,17630.49,17712.66,103220000,1240.41,10875.14,4891.22,2061.02,6855,1198.55,19285.63,6.2014,0.9186,0.673,119.183
30-03-15,2,17727.48,18008.64,17727.48,17976.31,104040000,1257.8,10989.16,4947.44,2086.24,6891.4,1186.07,19411.4,6.2052,0.9187,0.6718,119.25
31-03-15,2,17965.37,17965.37,17773.02,17776.12,119470000,1252.77,10899.19,4900.88,2067.89,6773,1183.57,19206.99,6.1965,0.9233,0.6753,120.013
01-04-15,1,17778.52,17778.52,17585.01,17698.18,103360000,1251.71,10891.61,4880.23,2059.69,6809.5,1203.98,19034.84,6.1875,0.9313,0.6743,120.022
02-04-15,1,17699.52,17815.03,17673.49,17763.24,87370000,1255.66,10953.16,4886.94,2066.96,6833.5,1202.61,19312.79,6.1871,0.9285,0.674,119.574
06-04-15,2,17755.5,17941.79,17646.8,17880.85,100850000,1260.54,11033.12,4917.32,2080.62,,1214.84,19397.98,6.187,0.909,0.6698,118.823
07-04-15,1,17884.32,17983.12,17871.21,17875.42,72150000,1253.36,11013.24,4910.23,2076.33,6961.8,1209.22,19640.54,6.187,0.9145,0.6716,119.477
08-04-15,1,17877.62,17976.2,17822.23,17902.51,76820000,1262.71,11032.99,4950.82,2081.9,6937.4,1202.57,19789.81,6.1882,0.9239,0.6746,120.29
09-04-15,1,17902.51,17984.22,17823.1,17958.73,86740000,1259.11,11065.39,4974.56,2091.18,7015.4,1194.81,19937.72,6.1914,0.9272,0.6721,120.094
10-04-15,2,17956.73,18066.76,17945.55,18057.65,116410000,1264.77,11112.68,4995.98,2102.06,7089.8,1207.59,19907.63,6.1947,0.9373,0.6796,120.55
13-04-15,1,18052.32,18107.57,17974.81,17977.04,120090000,1265.59,11056.76,4988.25,2092.43,7064.3,1198.88,19905.46,6.1991,0.9425,0.683,120.209
14-04-15,1,17979.11,18075.6,17905.48,18036.7,82830000,1265.35,11108.07,4977.29,2095.84,7075.3,1192.78,19908.68,6.2047,0.9458,0.6818,120.059
15-04-15,2,18045.71,18160.52,18045.71,18112.61,113610000,1275.35,11171.06,5011.02,2106.63,7096.8,1202.58,19869.76,6.2021,0.9392,0.677,119.457
16-04-15,2,18106.27,18169.26,18063.86,18105.77,89520000,1272.9,11169.75,5007.79,2104.99,7060.5,1198.55,19885.77,6.1937,0.9366,0.6744,119.143
17-04-15,1,18102.56,18102.56,17748.53,17826.3,138860000,1251.86,11058.45,4931.81,2081.18,6994.6,1204.22,19652.88,6.1869,0.9298,0.6702,119.044
20-04-15,2,17841.18,18092.22,17841.18,18034.93,103160000,1264.92,11116.57,4994.6,2100.4,7052.1,1195.89,19634.49,6.1866,0.9251,0.6681,118.818
21-04-15,1,18034.23,18109.7,17929.63,17949.59,95180000,1264.15,11100.38,5014.1,2097.29,7062.9,1202.41,19909.09,6.1919,0.9305,0.6707,119.195
22-04-15,1,17950.82,18056.02,17887.76,18038.27,91260000,1265.48,11144.45,5035.17,2107.96,7028.2,1187.13,20133.9,6.1919,0.9309,0.6695,119.633
23-04-15,1,18031.9,18133.03,17966.77,18058.69,100240000,1271.54,11191.48,5056.06,2112.93,7053.7,1193.97,20187.65,6.1857,0.9323,0.665,119.95
24-04-15,2,18056.42,18108.87,18009.08,18080.14,119130000,1267.54,11192.93,5092.08,2117.69,7070.7,1179,20020.04,6.1887,0.9246,0.6644,119.571
27-04-15,1,18097.89,18175.56,18024.66,18037.97,121110000,1252.7,11167.31,5060.25,2108.92,7104,1202.15,19983.32,6.1848,0.9201,0.6589,118.927
28-04-15,2,18035.9,18119.65,17917.36,18110.14,124930000,1259.36,11203.08,5055.42,2114.76,7030.5,1212.17,20058.95,6.209,0.9193,0.6569,119.126
29-04-15,2,18093.69,18096.46,17953.69,18035.53,102080000,1246.95,11154.11,5023.64,2106.85,6946.3,1204.71,,6.1965,0.9117,0.6521,118.823
30-04-15,1,18033.33,18033.33,17774.89,17840.52,129180000,1220.13,11049.74,4941.42,2085.51,6960.6,1184.37,19520.01,6.1902,0.8997,0.6482,118.97
01-05-15,1,17859.27,18028.89,17859.27,18024.06,91700000,1228.11,11140.36,5005.39,2108.29,6986,1178.46,19531.63,6.191,0.8917,0.6513,119.452
04-05-15,2,18026.02,18133.76,18026.02,18070.4,86010000,1233.22,11173.28,5016.93,2114.49,,1188.33,,6.191,0.894,0.6602,120.136
05-05-15,2,18062.53,18086.01,17905.71,17928.2,95340000,1215.42,11049.34,4939.33,2089.46,6927.6,1193.34,,6.1984,0.8969,0.6612,120.1
06-05-15,1,17934.81,18019.75,17733.12,17841.98,100430000,1219.36,11015.99,4919.64,2080.15,6933.7,1192.24,,6.1952,0.8939,0.659,119.922
07-05-15,1,17840.25,17973.07,17796.94,17924.06,80920000,1225.54,11036.4,4945.54,2088,6887,1184.51,19291.99,6.189,0.8817,0.6561,119.397
08-05-15,2,17933.64,18205.23,17933.64,18191.11,94960000,1234.93,11196.5,5003.55,2116.1,7046.8,1188.39,19379.19,6.198,0.8891,0.649,119.709
11-05-15,2,18187.78,18199.95,18089.11,18105.17,86050000,1235.83,11140.74,4993.57,2105.33,7029.9,1183.97,19620.91,6.198,0.8933,0.6479,119.78
12-05-15,2,18096.16,18119.18,17924.8,18068.23,89270000,1233.13,11113.17,4976.19,2099.12,6933.8,1193.94,19624.84,6.1992,0.8973,0.642,120.131
13-05-15,1,18070.37,18132.79,18039.2,18060.49,85180000,1232.28,11117,4981.69,2098.48,6949.6,1215.75,19764.72,6.1989,0.8911,0.6381,119.835
14-05-15,1,18062.49,18255.21,18062.49,18252.24,91580000,1245.11,11207.33,5050.8,2121.1,6973,1221.14,19570.24,6.1946,0.881,0.6353,119.16
15-05-15,1,18251.97,18272.72,18215.07,18272.56,108220000,1243.95,11228.35,5048.29,2122.73,6960.5,1224.8,19732.92,6.1916,0.8768,0.634,119.191
18-05-15,1,18267.25,18325.54,18244.26,18298.88,79080000,1257.52,11227.89,5078.44,2129.2,6968.9,1225.51,19890.27,6.1961,0.8737,0.6351,119.33
19-05-15,2,18300.48,18351.36,18261.35,18312.39,87200000,1255.66,11213.15,5070.03,2127.83,6995.1,1207.86,20026.38,6.1943,0.8829,0.6384,119.9
20-05-15,1,18315.06,18350.13,18272.56,18285.4,80190000,1257.74,11210.24,5071.74,2125.85,7007.3,1209.8,20196.56,6.1967,0.8971,0.6445,120.652
21-05-15,2,18285.87,18314.89,18249.9,18285.74,84270000,1256.74,11239.66,5090.79,2130.82,7013.5,1204.86,20202.87,6.1937,0.9008,0.6434,121.212
22-05-15,2,18286.87,18286.87,18217.14,18232.02,78890000,1252.22,11197.69,5089.36,2126.06,7031.7,1206.21,20264.41,6.1868,0.8999,0.6384,121.039
26-05-15,1,18229.75,18229.75,17990.02,18041.54,109440000,1238.76,11065.32,5032.75,2104.2,6949,1187.3,20437.48,6.192,0.9115,0.6463,121.6
27-05-15,2,18045.08,18190.35,18045.08,18162.99,96400000,1254.36,11143.35,5106.59,2123.48,7033.3,1188.09,20472.58,6.1939,0.9184,0.6494,122.986
28-05-15,2,18154.14,18154.14,18066.4,18126.12,67510000,1253.1,11132.74,5097.98,2120.79,7040.9,1188.4,20551.46,6.1913,0.9174,0.6515,123.74
29-05-15,1,18128.12,18128.12,17967.74,18010.68,139810000,1246.53,11056.3,5070.03,2107.39,6984.4,1190.58,20563.15,6.1912,0.9124,0.6528,123.82
01-06-15,2,18017.82,18105.83,17982.06,18040.37,85640000,1249.62,11061.68,5082.93,2111.73,6953.6,1189.2,20569.87,6.1883,0.9126,0.6541,124.193
02-06-15,1,18033.33,18091.87,17925.33,18011.94,77550000,1251.8,11080.89,5076.52,2109.6,6928.3,1193.01,20543.19,6.1895,0.9155,0.6579,124.847
03-06-15,2,18018.42,18168.09,18010.42,18076.27,73120000,1264.58,11107.94,5099.23,2114.07,6950.5,1185.17,20473.51,6.1882,0.8969,0.6519,124.036
04-06-15,2,18072.47,18087.15,17876.95,17905.58,93470000,1251.29,11000.39,5059.12,2095.84,6859.2,1176.89,20488.19,6.1878,0.8883,0.6525,124.304
05-06-15,2,17905.38,17940.78,17822.9,17849.46,89140000,1261.01,10979.33,5068.46,2092.83,6804.6,1171.94,20460.9,6.1911,0.8922,0.6508,124.38
08-06-15,2,17849.46,17852.35,17760.61,17766.55,86300000,1253.7,10917.82,5021.63,2079.28,6790,1174.07,20457.19,6.1934,0.9002,0.655,125.629
09-06-15,1,17766.95,17817.83,17714.97,17764.04,90550000,1249.66,10915.64,5013.87,2080.15,6753.8,1176.8,20096.3,6.1956,0.8864,0.6516,124.563
10-06-15,1,17765.38,18045.14,17765.38,18000.4,96980000,1266.93,11057.99,5076.69,2105.2,6830.3,1186.06,20046.36,6.1957,0.885,0.6496,124.339
11-06-15,2,18001.27,18109.77,18001.27,18039.37,89490000,1268.92,11080.51,5082.51,2108.86,6846.7,1182.01,20382.97,6.1958,0.884,0.6453,122.866
12-06-15,2,18035.83,18035.83,17857.07,17898.84,83760000,1265.02,11009.91,5051.1,2094.11,6784.9,1181.63,20407.08,6.1966,0.8896,0.6448,123.581
15-06-15,1,17890.76,17890.76,17698.42,17791.17,91920000,1261.04,10949.54,5029.97,2084.43,6710.5,1186.43,20387.79,6.1983,0.8913,0.6426,123.29
16-06-15,1,17787.43,17919.62,17774.12,17904.48,77510000,1269.53,10997.66,5055.55,2096.29,6710.1,1182.07,20257.94,6.199,0.8868,0.6412,123.42
17-06-15,1,17909.58,17998,17839.65,17935.74,92410000,1268.33,11013.66,5064.88,2100.44,6680.6,1185.55,20219.27,6.1986,0.8895,0.6394,123.439
18-06-15,2,17944.61,18174.73,17944.61,18115.84,94460000,1284.68,11100.47,5132.95,2121.24,6707.9,1201.94,19990.82,6.1996,0.8795,0.631,123.53
19-06-15,1,18116.24,18117.71,18010.58,18015.95,258300000,1284.66,11038.96,5117,2109.99,6710.5,1200.27,20174.24,6.1979,0.8795,0.6298,123.002
22-06-15,1,18027.63,18181.67,18027.63,18119.78,77780000,1292.39,11129.61,5153.97,2122.85,6825.7,1185.98,20428.19,6.1995,0.8793,0.6295,122.751
23-06-15,2,18121.78,18188.81,18108.1,18144.07,75970000,1295.8,11149.36,5160.09,2124.2,6834.9,1178.63,20809.42,6.1995,0.8811,0.6317,123.379
24-06-15,2,18139.1,18139.1,17966.07,17966.07,104980000,1283.92,11066.14,5122.41,2108.58,6844.8,1175.4,20868.03,6.1968,0.8951,0.6353,123.86
25-06-15,1,17977.11,18036.1,17890.36,17890.36,78990000,1283.28,11035.73,5112.19,2102.31,6807.8,1173.17,20771.4,6.1971,0.8923,0.6365,123.851
26-06-15,2,17892.03,18013.15,17892.03,17946.68,158120000,1279.8,11040.31,5080.51,2101.49,6753.7,1175.52,20706.15,6.1994,0.8926,0.6351,123.598
29-06-15,1,17936.74,17936.74,17590.55,17596.35,116340000,1246.75,10790.33,4958.47,2057.64,6620.5,1179.83,20109.95,6.199,0.9112,0.6372,122.612
30-06-15,1,17599.96,17714.66,17576.5,17619.51,126460000,1253.95,10805.2,4986.87,2063.11,6521,1172.35,20235.73,6.1988,0.891,0.6356,122.67
01-07-15,2,17638.12,17801.83,17638.12,17757.91,87010000,1256.4,10858.99,5013.12,2077.42,6608.6,1168.79,20329.32,6.191,0.8981,0.6375,122.386
02-07-15,2,17763.32,17825.49,17687.52,17730.11,83080000,1248.26,10864.82,5009.21,2076.78,6630.5,1166.26,20522.5,6.1915,0.9063,0.6408,123.32
06-07-15,1,17728.08,17734.36,17564.36,17683.58,90130000,1246.96,10782.68,4991.94,2068.76,6535.7,1170.33,20112.12,6.1957,0.9095,0.6428,122.407
07-07-15,2,17684.92,17793.45,17465.68,17776.91,105840000,1248.05,10829.32,4997.46,2081.34,6432.2,1155.26,20376.59,6.1992,0.9051,0.6409,122.611
08-07-15,1,17759.01,17759.01,17496.22,17515.42,69830000,1228.96,10636.8,4909.76,2046.68,6490.7,1158.33,19737.64,6.2,0.9083,0.6467,122.49
09-07-15,1,17530.38,17764.85,17530.38,17548.62,100520000,1234.15,10689.51,4922.4,2051.31,6581.6,1159.43,19855.5,6.199,0.9033,0.6506,120.862
10-07-15,1,17561.12,17797.49,17561.12,17760.41,85800000,1252.02,10853.92,4997.7,2076.62,6673.4,1163.74,19779.83,6.1988,0.9039,0.6504,121.7
13-07-15,1,17787.27,17987.57,17787.27,17977.68,86380000,1265.35,10944.85,5071.51,2099.6,6738,1157.98,20089.77,6.1993,0.8985,0.6445,122.496
14-07-15,2,17974.61,18072.82,17956.17,18053.58,76740000,1273.33,10993.26,5104.89,2108.95,6753.8,1156.06,20385.33,6.1984,0.9099,0.6459,123.57
15-07-15,1,18053.38,18090.39,18010.15,18050.17,80460000,1264.52,10958.83,5098.94,2107.4,6753.8,1149.45,20463.33,6.1989,0.9084,0.6395,123.32
16-07-15,2,18078.16,18131.61,18065.33,18120.25,85030000,1272.83,11024.87,5163.18,2124.29,6796.5,1145.39,20600.12,6.1992,0.9138,0.6396,123.87
17-07-15,1,18117.58,18121.12,18032.06,18086.45,106510000,1267.09,10987.17,5210.14,2126.64,6775.1,1134.14,20650.92,6.1995,0.9186,0.6405,124.149
20-07-15,2,18085.91,18137.12,18064.5,18100.41,75060000,1260.22,10969.49,5218.86,2128.28,6788.7,1096.5,,6.1995,0.9233,0.641,124.142
21-07-15,2,18096.67,18096.67,17868.34,17919.29,100170000,1254.57,10919,5208.12,2119.21,6769.1,1101.25,20841.97,6.1998,0.9229,0.6421,124.294
22-07-15,2,17918.35,17919.35,17807.41,17851.04,112370000,1258.35,10899.86,5171.77,2114.15,6667.3,1094.24,20593.67,6.1996,0.9141,0.6428,123.86
23-07-15,2,17853.78,17860.95,17705.03,17731.92,88600000,1244.97,10840.73,5146.41,2102.15,6655,1090.7,20683.95,6.1994,0.9152,0.6405,124.068
24-07-15,2,17731.05,17756.54,17553.73,17568.53,103470000,1225.99,10721.95,5088.63,2079.65,6579.8,1099.11,20544.53,6.1995,0.91,0.6443,123.876
27-07-15,1,17561.78,17561.78,17399.17,17440.59,117860000,1214.61,10656.61,5039.78,2067.64,6505.1,1093.98,20350.1,6.1996,0.9114,0.6442,123.763
